vp;trial;timest;timeend;x;y;duration;roi
vpja19;1;276;331;-1,29999999999995;-207,7;55;2,55e+08
vpja19;1;352;720;-4,09999999999991;-245,8;368;255000
vpja19;1;728;967;-10,1999999999999;-249,5;239;255000
vpja19;1;975;1238;5,10000000000002;-248,1;263;255000
vpja19;1;1304;1394;-332,7;81,4;90;0
vpja19;1;1414;1608;-336,7;109,9;194;255
vpja19;1;1622;1774;-297,7;117,4;152;0
vpja19;1;1844;2026;298,7;118,7;182;255255000
vpja19;1;2077;2250;485,2;3,39999999999998;173;0
vpja19;1;2291;2479;615,4;-189,2;188;0
vpja19;1;2519;2907;592,9;-321;388;0
vpja19;1;3082;3191;-42,0999999999999;-256;109;0
vpja19;1;3209;4280;5;-254,6;1071;255000
vpja19;1;4290;4686;-15,3;-257,4;396;255000
vpja19;1;4702;4866;-8,09999999999991;-238,4;164;255000
vpja19;1;4907;5086;-101,6;-40,3000000000001;179;0
vpja19;1;5105;5342;-130,7;-15,9000000000001;237;2,55e+08
vpja19;1;5371;5702;-43,0999999999999;-26,4000000000001;331;2,55e+08
vpja19;1;5724;5935;-101,1;-23,7;211;2,55e+08
vpja19;1;5978;6239;96,8;-16,7;261;2,55e+08
vpja19;1;6249;6399;106,3;-5,10000000000002;150;2,55e+08
vpja19;1;6438;6574;-82,8;-5,10000000000002;136;2,55e+08
vpja19;1;6626;6734;-374;163,9;108;0
vpja19;1;6747;6909;-342,3;130,1;162;255
vpja19;1;6920;7300;-340,7;109,8;380;255
vpja19;1;7457;7725;-347,6;104,6;268;255
vpja19;1;7767;7948;-495;114,7;181;0
vpja19;1;7987;8133;-324,2;125,4;146;255
vpja19;1;8203;8401;252,9;102;198;255255000
vpja19;1;8414;8730;264,7;90,5;316;255255000
vpja19;1;8741;8936;242,6;79,9;195;255255000
vpja19;1;8990;9091;152,7;384,8;101;0
vpja19;1;9117;9212;167,7;446,4;95;0
vpja19;1;9269;9353;248,9;124;84;255255000
vpja19;1;9369;9551;245,9;103,8;182;255255000
vpja19;1;9564;9862;256,4;80,3;298;255255000
vpja19;1;9888;9979;276,4;5;91;0
vpja19;2;80;164;-7,29999999999995;0,100000000000023;84;2,55e+08
vpja19;2;215;326;3,60000000000002;-268,3;111;255000
vpja19;2;343;478;-29,1999999999999;-269;135;255000
vpja19;2;492;748;-61,0999999999999;-263;256;255000
vpja19;2;774;969;3,30000000000007;-263,8;195;255000
vpja19;2;1050;1115;-479,2;87,6;65;0
vpja19;2;1154;1277;-512,2;221,5;123;0
vpja19;2;1295;1504;-499,3;250,9;209;255
vpja19;2;1516;1866;-481,2;235,5;350;255
vpja19;2;1931;2148;44,9000000000001;182,5;217;255255000
vpja19;2;2178;2327;46,4000000000001;290;149;255255000
vpja19;2;2358;2490;56,1;172,3;132;255255000
vpja19;2;2690;3084;33,6;134,8;394;255255000
vpja19;2;3122;3388;48,4000000000001;290,7;266;255255000
vpja19;2;3404;3616;85,1000000000001;302,8;212;255255000
vpja19;2;3667;3815;394,5;293,9;148;0
vpja19;2;3842;4081;417,7;222;239;0
vpja19;2;4105;4204;425,3;157,2;99;0
vpja19;2;4289;4443;-28,8;-271,9;154;255000
vpja19;2;4459;4601;-30,1999999999999;-287,1;142;255000
vpja19;2;4619;5175;-67,6999999999999;-264,6;556;255000
vpja19;2;5188;5345;-46,5999999999999;-253,7;157;255000
vpja19;2;5368;5540;16,7;-247,6;172;255000
vpja19;2;5548;6001;0,700000000000045;-258,4;453;255000
vpja19;2;6025;6248;-31,1999999999999;-325,3;223;255000
vpja19;2;6263;6463;-16,5;-357,7;200;255000
vpja19;2;6485;6580;-4,29999999999995;-423,9;95;255000
vpja19;2;6630;6962;-224,5;-237,5;332;0
vpja19;2;6988;7196;-153,4;-257,6;208;0
vpja19;2;7255;7677;-488,9;-244,4;422;0
vpja19;2;7890;8074;-22,5999999999999;-277,7;184;255000
vpja19;2;8082;8204;-53,5999999999999;-273,8;122;255000
vpja19;2;8213;8472;-59,6999999999999;-282,5;259;255000
vpja19;2;8494;9212;-8,79999999999995;-277,5;718;255000
vpja19;2;9233;9278;-13,4;-216,4;45;255000
vpja19;2;9295;9528;-38,6999999999999;-185,6;233;255000
vpja19;2;9568;9802;100,7;-258;234;0
vpja19;2;9839;10000;123;-86,9;161;2,55e+08
vpja19;3;216;308;-261,8;-189,3;92;255000
vpja19;3;331;448;-264,8;-237,2;117;255000
vpja19;3;459;1670;-239,7;-237,7;1211;0
vpja19;3;1746;1834;222,9;133,6;88;255
vpja19;3;1853;2346;210,3;160,4;493;255
vpja19;3;2357;2653;192,4;172,6;296;255
vpja19;3;2708;2787;340,5;-25,5;79;0
vpja19;3;2831;2992;489,9;-249;161;0
vpja19;3;3011;3189;496,6;-284,5;178;0
vpja19;3;3210;3582;503,2;-336,9;372;0
vpja19;3;3605;3825;530,6;-393;220;0
vpja19;3;3842;3996;510,3;-362,3;154;0
vpja19;3;4164;4463;553,4;-393,8;299;0
vpja19;3;4484;4756;555,5;-410,2;272;0
vpja19;3;4764;5069;543,5;-391,3;305;0
vpja19;3;5092;5200;590,2;-438;108;0
vpja19;3;5229;5590;499,8;-318,5;361;0
vpja19;3;5672;5703;-165,2;-255;31;0
vpja19;3;5737;6323;-256,2;-241,8;586;255000
vpja19;3;6372;6524;-25;-311,5;152;0
vpja19;3;6541;6902;9,70000000000005;-316,6;361;0
vpja19;3;6977;7139;-510,4;-211,2;162;0
vpja19;3;7163;7333;-556,6;-177,6;170;0
vpja19;3;7373;7412;-383,7;-121;39;2,55e+08
vpja19;3;7452;7581;-282,2;-223,4;129;255000
vpja19;3;7597;8439;-250,4;-235,9;842;255000
vpja19;3;8461;8569;-275;-189,7;108;255000
vpja19;3;8669;9049;-382,2;336;380;255255000
vpja19;3;9069;9199;-381,7;367,2;130;255255000
vpja19;3;9257;9369;48,6;282,2;112;0
vpja19;3;9409;9637;194,5;184;228;255
vpja19;3;9650;9819;216;187,6;169;255
vpja19;4;130;176;-5,79999999999995;-3,39999999999998;46;0
vpja19;4;222;348;-239,7;-99,1;126;255000
vpja19;4;355;1003;-243,6;-104,5;648;255000
vpja19;4;1014;1234;-229,4;-112,5;220;255000
vpja19;4;1250;1453;-245,3;-83,1999999999999;203;255000
vpja19;4;1489;1572;-167,7;0,700000000000045;83;2,55e+08
vpja19;4;1608;1901;-235,7;-91,6;293;255000
vpja19;4;2066;2262;-115,3;273,9;196;255
vpja19;4;2280;2505;-76,5;281,1;225;255
vpja19;4;2540;2671;9,79999999999995;227,8;131;0
vpja19;4;2702;2994;-74,1;267,9;292;255
vpja19;4;3007;3339;-97,8;297,2;332;255
vpja19;4;3352;3543;-69,1;278,8;191;255
vpja19;4;3597;3710;227,8;100,1;113;0
vpja19;4;3727;3823;243,8;74,1;96;255255000
vpja19;4;3994;4167;262;55,7;173;255255000
vpja19;4;4216;4412;568,9;-87;196;0
vpja19;4;4436;4894;624,7;-143,3;458;0
vpja19;4;4944;5057;299;-76,8;113;0
vpja19;4;5081;5196;237,9;-75,1999999999999;115;0
vpja19;4;5251;5374;174,5;-362,7;123;0
vpja19;4;5397;5574;174,3;-414,7;177;0
vpja19;4;5636;5776;-204,5;-223,7;140;255000
vpja19;4;5810;5916;-277,9;-153,3;106;255000
vpja19;4;5936;6434;-249,7;-115,9;498;255000
vpja19;4;6444;6572;-258,7;-114,2;128;255000
vpja19;4;6626;6889;-572,8;-82,9;263;0
vpja19;4;6938;7161;-248,3;-115;223;255000
vpja19;4;7173;7214;-230,7;-116,4;41;255000
vpja19;4;7360;8273;-252,2;-118,3;913;255000
vpja19;4;8284;8569;-253,8;-113,7;285;255000
vpja19;4;8580;8781;-234,2;-108,4;201;255000
vpja19;4;8800;9095;-251,8;-77,1999999999999;295;255000
vpja19;4;9146;9313;-481,3;-35;167;0
vpja19;4;9358;9484;-227,3;-145;126;255000
vpja19;4;9492;9786;-242,4;-114,8;294;255000
vpja19;4;9794;9944;-232;-101,1;150;255000
vpja19;4;9971;10000;-203,7;-189,4;29;255000
vpja19;5;165;226;47,6;-157,1;61;2,55e+08
vpja19;5;250;359;93,9;-216;109;255000
vpja19;5;375;534;113,7;-238,5;159;255000
vpja19;5;545;775;94,6999999999999;-248,5;230;255000
vpja19;5;795;861;141,1;-237,3;66;255000
vpja19;5;1006;1342;123,1;-243,2;336;255000
vpja19;5;1361;1580;76,4;-248,9;219;255000
vpja19;5;1588;1824;92,6999999999999;-252,3;236;255000
vpja19;5;1845;2002;120,8;-206,7;157;255000
vpja19;5;2061;2241;362,3;140,5;180;255
vpja19;5;2263;2433;308,4;162,2;170;255
vpja19;5;2456;2602;358,1;149,3;146;255
vpja19;5;2623;2925;313,4;156,4;302;255
vpja19;5;2943;3155;280,4;122,2;212;255
vpja19;5;3192;3322;400,1;124,7;130;255
vpja19;5;3335;3613;400,7;105,1;278;255
vpja19;5;3627;3928;369,6;85,1;301;255
vpja19;5;3955;4102;329,7;158,1;147;255
vpja19;5;4111;4154;320,6;171,1;43;255
vpja19;5;4323;4436;376,1;193,9;113;255
vpja19;5;4458;4736;437,4;205,1;278;255
vpja19;5;4759;5029;491,5;218,6;270;255
vpja19;5;5054;5275;528,3;296,8;221;255
vpja19;5;5361;5464;80;-208,2;103;255000
vpja19;5;5485;5650;113,8;-251,2;165;255000
vpja19;5;5666;5927;85,4;-255,1;261;255000
vpja19;5;5943;6261;119;-238,5;318;255000
vpja19;5;6276;6741;87,1999999999999;-241,9;465;255000
vpja19;5;6750;7017;101,9;-240,4;267;255000
vpja19;5;7024;7231;116,6;-230,9;207;255000
vpja19;5;7251;7492;89,8000000000001;-199,9;241;255000
vpja19;5;7531;7792;-1,70000000000005;-116,6;261;2,55e+08
vpja19;5;7825;7902;65,1999999999999;-139,6;77;2,55e+08
vpja19;5;8041;8182;71,8;-13,7;141;2,55e+08
vpja19;5;8207;8739;6,60000000000002;6;532;2,55e+08
vpja19;5;8773;8976;112,2;27,3;203;2,55e+08
vpja19;5;9016;9220;1,19999999999993;122,2;204;2,55e+08
vpja19;5;9259;9299;-178,2;139;40;0
vpja19;5;9348;9548;-437,4;203,1;200;255255000
vpja19;5;9572;9736;-497,1;190,9;164;255255000
vpja19;5;9768;9937;-526,1;68,2;169;0
vpja19;5;9960;10000;-503,2;18,4;40;0
vpja19;6;190;297;-150,9;-216,1;107;0
vpja19;6;315;524;-182,5;-231,2;209;255000
vpja19;6;540;780;-224,6;-227,9;240;255000
vpja19;6;795;1058;-200,4;-228,1;263;255000
vpja19;6;1066;1455;-213,1;-226,3;389;255000
vpja19;6;1630;1683;-152,4;224,8;53;2,55e+08
vpja19;6;1721;1851;-141,3;351,8;130;255
vpja19;6;1869;3099;-121,4;323,6;1230;255
vpja19;6;3113;3427;-99,6;325,8;314;255
vpja19;6;3440;3636;-113;350,8;196;255
vpja19;6;3689;3732;140,4;217,3;43;0
vpja19;6;3761;3802;176,1;105,4;41;0
vpja19;6;3845;4005;225,8;-16,1;160;0
vpja19;6;4194;4500;-475,5;270,2;306;255255000
vpja19;6;4534;4646;-615;236,2;112;0
vpja19;6;4699;4799;-256,4;5,39999999999998;100;2,55e+08
vpja19;6;4846;4944;-169,1;-168,9;98;2,55e+08
vpja19;6;4970;5255;-190,5;-235,6;285;255000
vpja19;6;5283;5421;-109,6;-210,1;138;0
vpja19;6;5449;5737;-195,9;-222,5;288;255000
vpja19;6;5752;6114;-216,7;-230,9;362;255000
vpja19;6;6154;6502;-63,2;-224,3;348;0
vpja19;6;6511;6754;-79;-205;243;0
vpja19;6;6764;7110;-85,3000000000001;-220,1;346;0
vpja19;6;7269;7669;-82,6;-220,9;400;0
vpja19;6;7699;7836;-180,8;-228;137;0
vpja19;6;7852;8646;-211,6;-226,8;794;255000
vpja19;6;8684;8824;-204,2;-67,9;140;2,55e+08
vpja19;6;8852;9155;-244,7;18,6;303;2,55e+08
vpja19;6;9187;9422;-236;115,8;235;2,55e+08
vpja19;6;9482;9584;-86,2;-185,9;102;0
vpja19;6;9600;10000;-88,8000000000001;-212;400;0
vpja19;7;84;187;-1,5;-7,89999999999998;103;2,55e+08
vpja19;7;226;322;-83;-155;96;2,55e+08
vpja19;7;341;1093;-92,3;-190,8;752;255000
vpja19;7;1153;1285;-405,5;-111,9;132;0
vpja19;7;1320;1443;-497,6;-37,9;123;255
vpja19;7;1464;1680;-442,8;-59,6999999999999;216;255
vpja19;7;1741;2447;-88,3;-195,3;706;255000
vpja19;7;2506;2869;-445,5;-98,3;363;255
vpja19;7;2893;3104;-500,3;-77,4;211;255
vpja19;7;3127;3670;-436;-76,5999999999999;543;255
vpja19;7;3705;3848;-353,3;-92,9;143;0
vpja19;7;3865;3923;-328,1;-96,5999999999999;58;0
vpja19;7;3955;4283;-445,1;-51;328;255
vpja19;7;4325;4454;-534,2;103,5;129;255
vpja19;7;4480;4648;-511;184,5;168;0
vpja19;7;4670;4852;-449,8;209,8;182;0
vpja19;7;4981;5189;-454,9;268,7;208;0
vpja19;7;5247;5339;-439,8;-47,5999999999999;92;255
vpja19;7;5361;5596;-429;-84,5999999999999;235;255
vpja19;7;5635;5843;-306,4;-162,7;208;0
vpja19;7;5859;6470;-293,7;-187,1;611;0
