vp;trial;timest;timeend;x;y;duration;roi
vpja11;1;288;366;-17,3120689655173;-173,605172413793;78;2,55e+08
vpja11;1;394;581;-42,2120689655172;-230,005172413793;187;255000
vpja11;1;589;868;-49,6120689655172;-231,805172413793;279;0
vpja11;1;876;1132;-43,5120689655172;-238,105172413793;256;255000
vpja11;1;1213;1339;-210,912068965517;62,9948275862068;126;0
vpja11;1;1363;1558;-210,012068965517;76,7948275862069;195;255
vpja11;1;1591;1863;-216,012068965517;93,8948275862069;272;255
vpja11;1;1917;2032;-232,812068965517;-28,0051724137932;115;0
vpja11;1;2059;2217;-245,512068965517;-63,7051724137931;158;0
vpja11;1;2298;2496;211,787931034483;114,694827586207;198;255255000
vpja11;1;2533;2703;242,487931034483;178,394827586207;170;255255000
vpja11;1;2724;2852;257,887931034483;199,994827586207;128;255255000
vpja11;1;2931;3089;-172,912068965517;124,294827586207;158;255
vpja11;1;3112;3306;-209,712068965517;131,294827586207;194;255
vpja11;1;3319;3440;-222,712068965517;146,094827586207;121;255
vpja11;1;3452;3713;-217,012068965517;154,994827586207;261;255
vpja11;1;3771;3895;-251,712068965517;-26,6051724137931;124;0
vpja11;1;3929;4088;-256,012068965517;-51,4051724137931;159;0
vpja11;1;4145;4293;-435,212068965517;-92,0051724137931;148;0
vpja11;1;4321;4408;-456,012068965517;-146,205172413793;87;0
vpja11;1;4489;4663;-14,4120689655172;-287,105172413793;174;255000
vpja11;1;4705;4860;-21,2120689655172;-360,305172413793;155;255000
vpja11;1;4904;5041;-19,1120689655172;-268,605172413793;137;255000
vpja11;1;5058;5148;-23,8120689655173;-249,905172413793;90;255000
vpja11;1;5236;5404;394,187931034483;21,8948275862069;168;0
vpja11;1;5452;5616;377,787931034483;154,594827586207;164;255255000
vpja11;1;5653;5837;398,487931034483;370,194827586207;184;0
vpja11;1;5926;6018;-149,912068965517;338,194827586207;92;0
vpja11;1;6067;6178;-328,412068965517;321,694827586207;111;0
vpja11;1;6243;6430;-310,412068965517;122,394827586207;187;0
vpja11;1;6483;6581;-447,412068965517;178,794827586207;98;0
vpja11;1;6622;6959;-631,612068965517;227,694827586207;337;0
vpja11;1;7057;7324;-52,4120689655172;-237,205172413793;267;0
vpja11;1;7484;7599;257,087931034483;72,5948275862069;115;0
vpja11;1;7617;7817;234,687931034483;-4,00517241379316;200;0
vpja11;1;7872;8049;335,087931034483;176,894827586207;177;255255000
vpja11;1;8091;8252;405,987931034483;205,994827586207;161;255255000
vpja11;1;8462;8610;-16,0120689655172;-223,705172413793;148;255000
vpja11;1;8803;9437;-40,4120689655172;-238,005172413793;634;255000
vpja11;1;9460;9733;-34,6120689655172;-221,305172413793;273;255000
vpja11;1;9758;10000;-35,2120689655172;-244,505172413793;242;255000
vpja11;2;128;239;-2,19999999999993;19,1999999999999;111;2,55e+08
vpja11;2;296;411;4,90000000000009;-194,4;115;255000
vpja11;2;449;924;-22;-232,2;475;255000
vpja11;2;995;1089;-287,9;93,3;94;0
vpja11;2;1128;1360;-301,6;147,6;232;255
vpja11;2;1385;1533;-321,9;149,6;148;255
vpja11;2;1621;1771;265,9;253,6;150;0
vpja11;2;1805;2366;298,3;230,8;561;0
vpja11;2;2384;2537;304;243,1;153;255255000
vpja11;2;2628;2714;-223,4;219,9;86;0
vpja11;2;2742;2981;-297,9;203,1;239;0
vpja11;2;3031;3174;-421,2;328,7;143;0
vpja11;2;3206;3346;-473,7;389;140;0
vpja11;2;3425;3556;-495,9;-54;131;0
vpja11;2;3631;3767;-502,7;-388,3;136;0
vpja11;2;3802;3998;-521,1;-419,7;196;0
vpja11;2;4074;4329;-74,5;-424,3;255;0
vpja11;2;4349;4676;-96,1999999999999;-407,6;327;0
vpja11;2;4731;5195;-23;-243,6;464;255000
vpja11;2;5287;5398;471,7;12,8;111;0
vpja11;2;5450;5575;560,8;193,7;125;0
vpja11;2;5605;5772;544,6;293,3;167;0
vpja11;2;5799;5994;581,8;249,1;195;0
vpja11;2;6016;6228;591,2;198,6;212;0
vpja11;2;6311;6600;442,7;-275,2;289;0
vpja11;2;6643;6779;286,3;-273,1;136;0
vpja11;2;6815;6957;187,6;-357,1;142;0
vpja11;2;6979;7065;149,1;-354,8;86;0
vpja11;2;7123;7351;231,8;-122,1;228;0
vpja11;2;7434;8149;303,9;311,8;715;0
vpja11;2;8212;8620;86;244,9;408;0
vpja11;2;8691;9039;-284,8;248,4;348;0
vpja11;2;9095;9333;-90,5999999999999;173,5;238;0
vpja11;2;9384;9420;-155,1;28,4;36;0
vpja11;2;9475;9613;-344,4;68,6;138;0
vpja11;2;9636;9737;-323,7;137,8;101;0
vpja11;2;9776;10000;-484,9;9,10000000000002;224;0
vpja11;3;208;316;-26,1008014656167;11,5282611959591;108;0
vpja11;3;388;468;-239,900801465617;-187,471738804041;80;255000
vpja11;3;514;938;-331,700801465617;-242,571738804041;424;255000
vpja11;3;1019;1128;101,699198534383;163,328261195959;109;255255000
vpja11;3;1167;1385;163,899198534383;263,028261195959;218;255255000
vpja11;3;1474;1683;-399,600801465617;343,028261195959;209;255
vpja11;3;1696;2138;-414,000801465617;331,728261195959;442;255
vpja11;3;2218;2333;61,0991985343833;349,528261195959;115;0
vpja11;3;2371;2538;151,899198534383;314,928261195959;167;255255000
vpja11;3;2607;2840;346,999198534383;125,728261195959;233;0
vpja11;3;2902;3112;485,899198534383;-1,77173880404098;210;0
vpja11;3;3142;3806;491,999198534383;-113,571738804041;664;0
vpja11;3;3869;4089;192,399198534383;-236,971738804041;220;0
vpja11;3;4139;4211;65,3991985343835;-226,871738804041;72;0
vpja11;3;4289;4517;-322,800801465617;-273,371738804041;228;255000
vpja11;3;4577;5410;-548,600801465617;-247,571738804041;833;0
vpja11;3;5508;5594;142,299198534383;-120,271738804041;86;0
vpja11;3;5649;5839;323,399198534383;-43,5717388040409;190;0
vpja11;3;5899;6041;475,999198534383;-119,971738804041;142;0
vpja11;3;6071;6159;500,899198534383;-121,171738804041;88;0
vpja11;3;6852;7103;130,099198534383;311,528261195959;251;0
vpja11;3;7140;7173;140,199198534383;394,128261195959;33;0
vpja11;3;7470;7547;226,299198534383;551,628261195959;77;NA
vpja11;3;7995;8126;130,399198534383;285,128261195959;131;255255000
vpja11;3;8210;8305;-313,500801465617;323,428261195959;95;0
vpja11;3;8347;8390;-399,300801465617;340,428261195959;43;255
vpja11;3;8849;9159;-338,800801465617;-257,071738804041;310;255000
vpja11;3;9409;9420;-410,900801465617;258,728261195959;11;255
vpja11;3;9676;9717;-484,600801465617;451,828261195959;41;0
vpja11;3;9969;10000;-292,100801465617;-312,771738804041;31;255000
vpja11;4;283;360;-296,3;-75,7;77;0
vpja11;4;405;856;-451,1;-76,7;451;255000
vpja11;4;905;1185;-265,9;97,3;280;255255000
vpja11;4;1242;1497;-6,20000000000005;72,6999999999999;255;255
vpja11;4;1562;1777;-94,7;-189;215;0
vpja11;4;1803;2005;-167,2;-218,6;202;0
vpja11;4;2065;2331;43,9;-364,9;266;0
vpja11;4;2369;2545;123,2;-373,9;176;0
vpja11;4;2571;2675;150,4;-366,1;104;0
vpja11;4;2743;2939;446,3;-219,1;196;0
vpja11;4;2989;3132;516,5;-117,8;143;0
vpja11;4;3162;3309;424,6;-105,8;147;0
vpja11;4;3374;3660;577,8;142;286;0
vpja11;4;3713;3924;407,2;262,5;211;0
vpja11;4;3980;4052;144,2;244,7;72;0
vpja11;4;4144;4285;-502,3;355,3;141;0
vpja11;4;4321;4648;-560;407,7;327;0
vpja11;4;4714;4908;-522,9;194,3;194;2,55e+08
vpja11;4;4970;5094;-472;-107,4;124;255000
vpja11;4;5131;5254;-437,8;-115,5;123;255000
vpja11;4;5321;5682;-194,7;-212,3;361;0
vpja11;4;5742;5913;-24;-363,9;171;0
vpja11;4;5968;6058;-192,3;-409,7;90;0
vpja11;4;6114;6309;53,7;-365,2;195;0
vpja11;4;6392;6587;473,7;-198,3;195;0
vpja11;4;6619;6764;532,7;-112;145;0
vpja11;4;6807;7109;417,8;-106,3;302;0
vpja11;4;7170;7355;559,8;68,3;185;0
vpja11;4;7424;7535;107,3;104,5;111;255
vpja11;4;7564;7793;15,3;83,8;229;255
vpja11;4;7820;7963;100,4;120,2;143;255
vpja11;4;8015;8142;-191,7;-8,30000000000007;127;0
vpja11;4;8170;8319;-283,3;27,9;149;255255000
vpja11;4;8378;8609;-190,6;-175,2;231;0
vpja11;4;8632;8848;-206;-204;216;0
vpja11;4;8916;9034;-495,6;-113,7;118;255000
vpja11;4;9070;9204;-454;-106,3;134;255000
vpja11;4;9214;10000;-441,7;-97,2;786;255000
vpja11;5;192;273;-65,5;-97,7;81;2,55e+08
vpja11;5;311;441;-102,5;-149,6;130;2,55e+08
vpja11;5;460;770;-124,2;-151,9;310;255000
vpja11;5;822;1057;-445,1;-48,7;235;255
vpja11;5;1105;1239;-512,9;19,8;134;255
vpja11;5;1284;1462;-441,2;125,8;178;0
vpja11;5;1493;1592;-412,1;125,4;99;0
vpja11;5;1654;1860;-487,2;311;206;0
vpja11;5;1892;2161;-458,9;358,2;269;0
vpja11;5;2234;2347;-18,6;379,9;113;0
vpja11;5;2419;2665;459,8;448,2;246;0
vpja11;5;2690;3016;381,9;429,9;326;0
vpja11;5;3403;3413;127,2;-140,5;10;0
vpja11;5;3576;3842;45,1999999999999;-354,8;266;0
vpja11;5;3913;4021;361,5;-388,4;108;0
vpja11;5;4044;4309;385,2;-378,8;265;0
vpja11;5;4388;4616;306,2;-16,8000000000001;228;0
vpja11;5;4676;4864;410;222,4;188;0
vpja11;5;4901;5229;472,6;343,2;328;255255000
vpja11;5;5305;5382;27,6999999999999;328,4;77;0
vpja11;5;5466;5816;-419,8;250,3;350;0
vpja11;5;5842;6031;-468,6;280,8;189;0
vpja11;5;6062;6245;-434,1;283;183;0
vpja11;5;6266;6454;-422,5;333,9;188;0
vpja11;5;6476;6658;-410;389,9;182;0
vpja11;5;6682;6933;-414;430;251;0
vpja11;5;7001;7226;-427,3;105;225;0
vpja11;5;7248;7399;-416,2;94;151;0
vpja11;5;7452;7629;-437;-66,2;177;255
vpja11;5;7682;7883;-454;63,8;201;255
vpja11;5;7947;8100;-303,4;-177,5;153;0
vpja11;5;8123;8435;-330,7;-175,2;312;0
vpja11;5;8489;8662;-115;-165,5;173;255000
vpja11;5;8677;9221;-129,8;-155;544;255000
vpja11;5;9275;9364;-51,4;-30,1;89;2,55e+08
vpja11;5;9409;9633;-88;54;224;2,55e+08
vpja11;5;9694;9920;71,9;7;226;0
vpja11;5;9942;10000;41,8;-24,1;58;0
vpja11;6;575;771;-26,4000000000001;-68,1;196;2,55e+08
vpja11;6;792;1108;-32,3000000000001;-95,3000000000001;316;0
vpja11;6;1184;1296;-89,5;179,6;112;2,55e+08
vpja11;6;1330;1512;-67,7;247,9;182;255
vpja11;6;1597;1695;-492,8;251,6;98;0
vpja11;6;1723;1888;-552,5;209,8;165;255255000
vpja11;6;1938;2128;-404,5;81,8;190;0
vpja11;6;2206;2313;-352,3;-152,8;107;0
vpja11;6;2370;2731;-536;-235,7;361;0
