vp;trial;timest;timeend;x;y;duration;roi
vpja94;1;303;449;-24,9000000000001;-254,1;146;255000
vpja94;1;468;771;-54,1;-275,3;303;255000
vpja94;1;833;934;-430,9;63,6;101;0
vpja94;1;962;1225;-481,9;172,7;263;255
vpja94;1;1275;1548;-385;-52,6;273;0
vpja94;1;1569;1931;-421,1;-76,3;362;0
vpja94;1;2018;2291;394,7;153,3;273;255255000
vpja94;1;2314;2492;354,9;177;178;255255000
vpja94;1;2518;2791;434,8;202,2;273;255255000
vpja94;1;2807;2886;470;211,3;79;255255000
vpja94;1;2966;3185;-406,5;192,4;219;255
vpja94;1;3211;3630;-480,2;192,1;419;255
vpja94;1;3680;3896;-352,3;-38,8;216;0
vpja94;1;3922;4177;-328;-47,8;255;0
vpja94;1;4193;4627;-346,7;-46,3;434;0
vpja94;1;4640;5065;-355,4;-43,1999999999999;425;0
vpja94;1;5087;5338;-303,6;-46,8;251;0
vpja94;1;5359;5772;-330;-44,6;413;0
vpja94;1;5796;6109;-354,6;-43,3;313;0
vpja94;1;6135;6514;-416,5;-87,8;379;0
vpja94;1;6536;6788;-398,8;-81,4;252;0
vpja94;1;6835;6971;-491,2;-231,6;136;0
vpja94;1;7009;7333;-597,1;-220,2;324;0
vpja94;1;7398;7541;-32,3000000000001;-289,8;143;255000
vpja94;1;7564;7916;-40,4000000000001;-259,2;352;255000
vpja94;1;7951;8126;-51,6;-134,2;175;2,55e+08
vpja94;1;8179;8351;363,5;-0,699999999999932;172;0
vpja94;1;8380;8489;391,2;93,2;109;255255000
vpja94;1;8542;8686;579,9;-120,9;144;0
vpja94;1;8734;8912;578,1;-262,6;178;0
vpja94;1;8989;9185;288;152,8;196;255255000
vpja94;1;9213;9300;392,3;142,9;87;255255000
vpja94;1;9455;9927;-425,2;186,9;472;255
vpja94;1;9956;9997;-492,3;159,6;41;255
vpja94;2;64;296;21,1;-0,100000000000023;232;0
vpja94;2;340;487;-125,4;-143,5;147;255000
vpja94;2;499;641;-134,1;-132,1;142;255000
vpja94;2;700;858;-480,8;130,4;158;255255000
vpja94;2;881;1072;-514,7;149,2;191;0
vpja94;2;1110;1158;-405,3;141,2;48;255255000
vpja94;2;1232;1370;287,3;-4,39999999999998;138;0
vpja94;2;1397;1559;344,1;-3;162;0
vpja94;2;1609;1707;177,3;64,2;98;255
